test;Kp;Ki;t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
2;25.00;0.18;35;35;35;35.00;19;20;19;19.33;80.29;80
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
35.00;;;;;;;;;;;;
34.67;;;;;;;;;;;;
34.67;;;;;;;;;;;;
34.33;;;;;;;;;;;;
34.33;;;;;;;;;;;;
33.67;;;;;;;;;;;;
33.67;;;;;;;;;;;;
33.67;;;;;;;;;;;;
33.67;;;;;;;;;;;;
33.00;;;;;;;;;;;;
32.67;;;;;;;;;;;;
32.67;;;;;;;;;;;;
32.33;;;;;;;;;;;;
32.33;;;;;;;;;;;;
31.67;;;;;;;;;;;;
31.67;;;;;;;;;;;;
31.33;;;;;;;;;;;;
31.33;;;;;;;;;;;;
31.33;;;;;;;;;;;;
30.67;;;;;;;;;;;;
30.67;;;;;;;;;;;;
30.33;;;;;;;;;;;;
30.33;;;;;;;;;;;;
30.00;;;;;;;;;;;;
29.67;;;;;;;;;;;;
29.67;;;;;;;;;;;;
29.67;;;;;;;;;;;;
29.33;;;;;;;;;;;;
29.33;;;;;;;;;;;;
29.00;;;;;;;;;;;;
28.67;;;;;;;;;;;;
28.67;;;;;;;;;;;;
28.67;;;;;;;;;;;;
28.67;;;;;;;;;;;;
28.67;;;;;;;;;;;;
28.33;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.67;;;;;;;;;;;;
27.33;;;;;;;;;;;;
27.00;;;;;;;;;;;;
27.00;;;;;;;;;;;;
27.00;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.67;;;;;;;;;;;;
26.00;;;;;;;;;;;;
26.00;;;;;;;;;;;;
26.00;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.67;;;;;;;;;;;;
25.33;;;;;;;;;;;;
25.33;;;;;;;;;;;;
25.00;;;;;;;;;;;;
25.00;;;;;;;;;;;;
25.00;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.67;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.33;;;;;;;;;;;;
24.00;;;;;;;;;;;;
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;287.55;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;24;24;24.00;37;37;39;37.67;281.28;255
3;25.00;0.16;24;25;24;24.33;37;38;39;38.00;272.76;255
3;25.00;0.16;24;25;24;24.33;37;38;39;38.00;272.76;255
3;25.00;0.16;24;25;24;24.33;37;38;39;38.00;272.76;255
3;25.00;0.16;25;25;25;25.00;37;38;39;38.00;255.71;255
3;25.00;0.16;25;25;25;25.00;37;38;38;37.67;255.71;255
3;25.00;0.16;25;25;25;25.00;37;38;38;37.67;255.71;255
3;25.00;0.16;25;25;25;25.00;37;38;38;37.67;255.71;255
3;25.00;0.16;25;25;26;25.33;37;38;38;37.67;247.19;247
3;25.00;0.16;25;25;26;25.33;37;38;38;37.67;252.71;252
3;25.00;0.16;25;26;26;25.67;37;38;38;37.67;249.70;249
3;25.00;0.16;26;26;26;26.00;37;37;37;37.00;246.51;246
3;25.00;0.16;26;26;27;26.33;37;37;37;37.00;243.12;243
3;25.00;0.16;26;26;27;26.33;37;37;37;37.00;248.07;248
3;25.00;0.16;26;26;27;26.33;37;37;36;36.67;253.02;253
3;25.00;0.16;26;26;28;26.67;37;37;35;36.33;249.44;249
3;25.00;0.16;27;27;28;27.33;37;37;35;36.33;237.15;237
3;25.00;0.16;27;27;28;27.33;36;37;34;35.67;241.53;241
3;25.00;0.16;27;27;28;27.33;36;37;34;35.67;245.91;245
3;25.00;0.16;27;27;28;27.33;36;37;34;35.67;250.29;250
3;25.00;0.16;27;27;29;27.67;36;37;33;35.33;246.14;246
3;25.00;0.16;28;28;29;28.33;35;35;33;34.33;233.28;233
3;25.00;0.16;28;28;29;28.33;35;35;33;34.33;237.09;237
3;25.00;0.16;28;28;29;28.33;34;35;33;34.00;240.89;240
3;25.00;0.16;28;28;30;28.67;34;35;32;33.67;236.17;236
3;25.00;0.16;28;28;30;28.67;34;35;31;33.33;239.79;239
3;25.00;0.16;28;28;30;28.67;34;35;31;33.33;243.41;243
3;25.00;0.16;29;28;30;29.00;33;34;31;32.67;238.50;238
3;25.00;0.16;29;29;31;29.67;33;34;31;32.67;224.88;224
3;25.00;0.16;29;29;31;29.67;33;34;30;32.33;227.92;227
3;25.00;0.16;29;29;31;29.67;33;34;30;32.33;230.97;230
