t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM
23;23;23;23.00;49;49;52;50.00;549.08;255
23;23;23;23.00;49;49;52;50.00;549.10;255
23;23;23;23.00;49;49;52;50.00;549.09;255
23;23;23;23.00;49;49;52;50.00;549.09;255
23;23;23;23.00;49;49;52;50.00;549.10;255
23;23;23;23.00;49;49;52;50.00;549.09;255
23;23;23;23.00;49;49;52;50.00;549.10;255
23;24;23;23.33;49;49;51;49.67;540.77;255
23;24;23;23.33;49;49;51;49.67;540.78;255
24;24;24;24.00;49;49;51;49.67;524.14;255
24;24;24;24.00;49;49;51;49.67;524.13;255
24;24;24;24.00;49;49;50;49.33;524.13;255
24;24;24;24.00;49;49;50;49.33;524.13;255
24;24;24;24.00;49;49;49;49.00;524.14;255
24;24;24;24.00;49;49;49;49.00;524.14;255
24;24;25;24.33;49;49;49;49.00;515.81;255
24;24;25;24.33;49;49;48;48.67;515.82;255
24;24;25;24.33;49;49;48;48.67;515.81;255
24;25;25;24.67;49;49;48;48.67;507.50;255
25;25;26;25.33;49;49;47;48.33;490.86;255
25;25;26;25.33;49;49;47;48.33;490.85;255
25;25;26;25.33;49;49;46;48.00;490.86;255
25;25;27;25.67;49;48;46;47.67;482.54;255
25;25;27;25.67;48;48;45;47.00;482.53;255
26;26;27;26.33;48;48;45;47.00;465.90;255
26;26;28;26.67;48;48;43;46.33;457.58;255
26;26;28;26.67;48;48;43;46.33;457.58;255
26;26;28;26.67;48;48;43;46.33;457.58;255
27;27;28;27.33;47;47;42;45.33;440.94;255
27;27;28;27.33;47;47;42;45.33;440.94;255
27;27;29;27.67;47;47;42;45.33;432.62;255
27;27;29;27.67;46;47;41;44.67;432.62;255
28;27;29;28.00;45;47;41;44.33;424.30;255
28;28;29;28.33;45;45;40;43.33;415.98;255
28;28;30;28.67;44;45;39;42.67;407.66;255
28;28;30;28.67;44;45;38;42.33;407.66;255
28;28;30;28.67;44;44;38;42.00;407.66;255
28;28;31;29.00;43;44;37;41.33;399.34;255
29;28;31;29.33;43;44;37;41.33;391.02;255
29;29;31;29.67;43;43;37;41.00;382.71;255
29;29;31;29.67;43;43;37;41.00;382.70;255
29;29;32;30.00;42;43;36;40.33;374.38;255
30;29;32;30.33;41;43;36;40.00;366.06;255
30;30;32;30.67;41;42;36;39.67;357.74;255
30;30;32;30.67;40;41;36;39.00;357.74;255
30;30;33;31.00;40;41;34;38.33;349.42;255
31;30;33;31.33;40;41;34;38.33;341.10;255
31;30;33;31.33;39;41;34;38.00;341.10;255
31;31;33;31.67;39;40;33;37.33;332.79;255
31;31;34;32.00;39;40;33;37.33;324.46;255
31;31;34;32.00;38;40;32;36.67;324.47;255
32;31;34;32.33;38;39;32;36.33;316.14;255
32;31;34;32.33;37;39;32;36.00;316.15;255
32;32;34;32.67;37;39;31;35.67;307.83;255
32;32;35;33.00;37;39;30;35.33;299.50;255
33;32;35;33.33;36;38;30;34.67;291.19;255
33;32;35;33.33;36;38;30;34.67;291.18;255
33;32;35;33.33;35;37;30;34.00;291.19;255
33;33;35;33.67;35;36;29;33.33;282.87;255
33;33;36;34.00;35;36;29;33.33;274.55;255
34;33;36;34.33;35;36;29;33.33;266.23;255
34;33;36;34.33;34;36;29;33.00;266.23;255
34;33;36;34.33;34;36;28;32.67;266.23;255
34;34;36;34.67;34;35;28;32.33;257.91;255
34;34;37;35.00;33;35;28;32.00;249.59;249
35;34;37;35.33;32;35;28;31.67;248.30;248
35;34;37;35.33;32;35;27;31.33;255.09;255
35;34;38;35.67;32;35;26;31.00;246.77;246
35;34;38;35.67;31;34;26;30.33;253.33;253
35;35;38;36.00;31;33;26;30.00;251.57;251
36;35;38;36.33;31;33;25;29.67;249.57;249
36;35;38;36.33;30;33;25;29.33;255.67;255
36;35;38;36.33;30;32;25;29.00;255.66;255
36;35;39;36.67;30;32;24;28.67;247.35;247
36;35;39;36.67;30;32;24;28.67;253.20;253
36;36;39;37.00;30;32;24;28.67;250.74;250
37;36;39;37.33;29;31;24;28.00;248.04;248
37;36;39;37.33;29;31;24;28.00;253.43;253
37;36;39;37.33;29;31;24;28.00;258.82;255
38;36;39;37.67;28;31;23;27.33;250.50;250
38;36;40;38.00;27;30;22;26.33;247.33;247
38;36;40;38.00;27;30;22;26.33;252.25;252
38;37;40;38.33;27;30;22;26.33;248.85;248
38;37;40;38.33;27;30;21;26.00;253.54;253
38;37;40;38.33;27;30;21;26.00;258.22;255
38;37;40;38.33;26;30;21;25.67;258.22;255
39;38;40;39.00;26;28;21;25.00;241.59;241
39;38;40;39.00;26;28;20;24.67;245.80;245
39;38;41;39.33;26;28;20;24.67;241.70;241
39;38;41;39.33;25;28;20;24.33;245.68;245
39;38;41;39.33;25;28;20;24.33;249.66;249
39;38;41;39.33;25;28;20;24.33;253.65;253
39;38;41;39.33;24;27;20;23.67;257.63;255
39;39;41;39.67;24;27;20;23.67;249.31;249
40;39;41;40.00;23;27;19;23.00;244.74;244
40;39;41;40.00;23;27;18;22.67;248.25;248
40;39;41;40.00;23;27;18;22.67;251.77;251
40;39;41;40.00;23;27;18;22.67;255.28;255
40;39;42;40.33;22;26;18;22.00;246.96;246
40;39;42;40.33;22;26;18;22.00;250.24;250
40;39;42;40.33;22;26;18;22.00;253.52;253
40;39;42;40.33;22;26;18;22.00;256.80;255
41;40;42;41.00;21;25;18;21.33;240.16;240
41;40;42;41.00;21;24;18;21.00;242.97;242
41;40;42;41.00;21;24;18;21.00;245.78;245
41;40;42;41.00;21;24;17;20.67;248.59;248
41;40;42;41.00;21;24;17;20.67;251.40;251
41;40;42;41.00;20;24;17;20.33;254.21;254
41;40;42;41.00;20;23;17;20.00;257.03;255
41;40;43;41.33;20;23;16;19.67;248.71;248
41;40;43;41.33;20;23;16;19.67;251.28;251
41;40;43;41.33;20;23;16;19.67;253.86;253
42;41;43;42.00;20;23;16;19.67;239.80;239
42;41;43;42.00;20;23;16;19.67;241.91;241
42;41;43;42.00;19;23;16;19.33;244.01;244
