t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM
23;24;23;23.33;49;49;52;50.00;665.55;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;52;50.00;665.57;255
23;24;23;23.33;49;49;51;49.67;665.57;255
24;24;23;23.67;49;49;51;49.67;657.24;255
24;24;24;24.00;49;49;51;49.67;648.93;255
24;24;24;24.00;49;49;50;49.33;648.93;255
24;24;24;24.00;49;49;50;49.33;648.93;255
24;24;24;24.00;49;49;49;49.00;648.93;255
24;24;24;24.00;49;49;49;49.00;648.93;255
24;24;24;24.00;49;49;49;49.00;648.93;255
24;24;25;24.33;49;49;49;49.00;640.61;255
24;24;25;24.33;49;49;48;48.67;640.61;255
24;25;25;24.67;49;49;48;48.67;632.29;255
25;25;26;25.33;49;49;48;48.67;615.65;255
25;25;26;25.33;49;49;47;48.33;615.65;255
25;25;26;25.33;49;48;47;48.00;615.65;255
25;25;26;25.33;49;48;46;47.67;615.65;255
25;26;27;26.00;48;48;46;47.33;599.01;255
26;26;27;26.33;48;48;45;47.00;590.69;255
26;26;27;26.33;48;48;44;46.67;590.69;255
26;26;28;26.67;48;48;43;46.33;582.37;255
26;26;28;26.67;48;48;43;46.33;582.37;255
27;27;28;27.33;47;47;42;45.33;565.74;255
27;27;28;27.33;47;47;42;45.33;565.73;255
27;27;28;27.33;47;47;42;45.33;565.73;255
27;27;29;27.67;46;47;41;44.67;557.42;255
28;27;29;28.00;45;46;41;44.00;549.10;255
28;28;29;28.33;45;45;40;43.33;540.77;255
28;28;30;28.67;44;45;39;42.67;532.46;255
28;28;30;28.67;44;45;39;42.67;532.45;255
28;28;30;28.67;44;44;38;42.00;532.46;255
28;28;30;28.67;43;44;37;41.33;532.46;255
29;28;31;29.33;43;43;37;41.00;515.81;255
29;29;31;29.67;43;43;37;41.00;507.50;255
29;29;31;29.67;43;43;37;41.00;507.50;255
29;29;31;29.67;42;43;36;40.33;507.49;255
30;29;32;30.33;41;43;36;40.00;490.86;255
30;29;32;30.33;41;42;36;39.67;490.85;255
30;30;32;30.67;40;41;36;39.00;482.53;255
30;30;33;31.00;40;41;34;38.33;474.22;255
30;30;33;31.00;40;41;34;38.33;474.22;255
31;30;33;31.33;39;40;34;37.67;465.90;255
31;31;33;31.67;39;40;33;37.33;457.58;255
31;31;33;31.67;39;40;33;37.33;457.58;255
31;31;34;32.00;38;40;33;37.00;449.26;255
32;31;34;32.33;38;39;32;36.33;440.94;255
32;31;34;32.33;37;39;32;36.00;440.94;255
32;32;34;32.67;37;39;31;35.67;432.62;255
32;32;35;33.00;37;38;30;35.00;424.30;255
33;32;35;33.33;36;38;30;34.67;415.98;255
33;32;35;33.33;36;38;30;34.67;415.98;255
33;32;35;33.33;35;37;30;34.00;415.98;255
33;33;35;33.67;35;36;29;33.33;407.66;255
33;33;36;34.00;35;36;29;33.33;399.34;255
34;33;36;34.33;34;36;29;33.00;391.02;255
34;33;36;34.33;34;36;29;33.00;391.02;255
34;33;36;34.33;34;35;28;32.33;391.02;255
34;34;36;34.67;34;35;28;32.33;382.70;255
34;34;37;35.00;33;35;28;32.00;374.38;255
35;34;37;35.33;32;35;28;31.67;366.06;255
35;34;37;35.33;32;35;27;31.33;366.06;255
35;34;38;35.67;31;34;26;30.33;357.74;255
35;35;38;36.00;31;33;26;30.00;349.42;255
35;35;38;36.00;31;33;26;30.00;349.42;255
36;35;38;36.33;30;33;25;29.33;341.10;255
36;35;38;36.33;30;32;25;29.00;341.10;255
36;35;38;36.33;30;32;25;29.00;341.10;255
36;35;39;36.67;30;32;24;28.67;332.79;255
36;36;39;37.00;30;32;24;28.67;324.46;255
36;36;39;37.00;29;31;24;28.00;324.47;255
37;36;39;37.33;29;31;24;28.00;316.15;255
37;36;39;37.33;29;31;24;28.00;316.14;255
37;36;39;37.33;29;30;24;27.67;316.15;255
38;36;39;37.67;28;30;23;27.00;307.82;255
38;36;40;38.00;27;30;22;26.33;299.51;255
38;37;40;38.33;27;30;22;26.33;291.19;255
38;37;40;38.33;27;30;21;26.00;291.18;255
38;37;40;38.33;27;30;21;26.00;291.19;255
38;37;40;38.33;26;29;21;25.33;291.19;255
38;38;40;38.67;26;28;21;25.00;282.87;255
39;38;40;39.00;26;28;20;24.67;274.55;255
39;38;40;39.00;26;28;20;24.67;274.54;255
39;38;41;39.33;25;28;20;24.33;266.23;255
39;38;41;39.33;25;28;20;24.33;266.23;255
39;38;41;39.33;25;27;20;24.00;266.23;255
39;38;41;39.33;24;27;20;23.67;266.23;255
39;38;41;39.33;24;27;20;23.67;266.23;255
40;39;41;40.00;23;27;19;23.00;249.59;249
40;39;41;40.00;23;27;18;22.67;256.62;255
40;39;41;40.00;23;27;18;22.67;256.61;255
40;39;41;40.00;23;26;18;22.33;256.62;255
40;39;42;40.33;22;26;18;22.00;248.30;248
40;39;42;40.33;22;26;18;22.00;255.09;255
40;39;42;40.33;22;26;18;22.00;255.09;255
40;39;42;40.33;21;25;18;21.33;255.09;255
41;40;42;41.00;21;24;18;21.00;238.45;238
41;40;42;41.00;21;24;18;21.00;244.78;244
41;40;42;41.00;21;24;17;20.67;251.10;251
41;40;42;41.00;21;24;17;20.67;257.43;255
41;40;42;41.00;20;23;17;20.00;257.43;255
41;40;42;41.00;20;23;17;20.00;257.43;255
41;40;43;41.33;20;23;16;19.67;249.11;249
41;40;43;41.33;20;23;16;19.67;255.20;255
41;40;43;41.33;20;23;16;19.67;255.20;255
42;40;43;41.67;20;23;16;19.67;246.88;246
42;41;43;42.00;19;23;16;19.33;244.42;244
42;41;43;42.00;18;22;16;18.67;250.04;250
42;41;43;42.00;18;22;16;18.67;255.66;255
42;41;43;42.00;18;22;16;18.67;255.66;255
42;41;43;42.00;18;22;15;18.33;255.66;255
42;41;43;42.00;18;22;15;18.33;255.66;255
42;41;43;42.00;18;21;14;17.67;255.66;255
42;41;43;42.00;18;21;14;17.67;255.66;255
42;41;43;42.00;18;21;14;17.67;255.66;255
42;41;43;42.00;18;21;14;17.67;255.66;255
43;41;43;42.33;16;21;13;16.67;247.34;247
43;42;43;42.67;16;21;13;16.67;244.41;244
43;42;44;43.00;16;20;13;16.33;241.24;241
43;42;44;43.00;16;20;13;16.33;246.16;246
43;42;44;43.00;16;20;13;16.33;251.08;251
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;20;13;16.33;256.00;255
43;42;44;43.00;16;19;13;16.00;256.00;255
43;42;44;43.00;16;18;13;15.67;256.00;255
43;42;44;43.00;16;18;13;15.67;256.00;255
43;43;44;43.33;15;17;13;15.00;247.68;247
43;43;44;43.33;14;17;13;14.67;252.37;252
43;43;44;43.33;14;17;13;14.67;257.06;255
43;43;44;43.33;13;17;13;14.33;257.06;255
43;43;44;43.33;13;17;13;14.33;257.05;255
43;43;44;43.33;13;17;13;14.33;257.06;255
44;43;45;44.00;13;17;11;13.67;240.41;240
44;43;45;44.00;13;17;11;13.67;244.63;244
44;43;45;44.00;13;17;11;13.67;248.85;248
44;43;45;44.00;13;17;11;13.67;253.07;253
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
44;43;45;44.00;13;16;11;13.33;257.28;255
45;43;45;44.33;12;16;11;13.00;248.96;248
45;44;45;44.67;12;16;11;13.00;244.63;244
45;44;45;44.67;11;16;11;12.67;248.37;248
45;44;45;44.67;11;16;11;12.67;252.12;252
45;44;46;45.00;11;16;11;12.67;247.55;247
45;44;46;45.00;11;16;11;12.67;251.07;251
45;44;46;45.00;11;16;11;12.67;254.58;254
45;44;46;45.00;11;15;11;12.33;258.09;255
45;44;46;45.00;11;15;11;12.33;258.09;255
45;44;46;45.00;11;14;11;12.00;258.09;255
45;44;46;45.00;11;14;11;12.00;258.09;255
45;44;46;45.00;11;14;11;12.00;258.09;255
45;44;46;45.00;11;13;11;11.67;258.09;255
45;44;46;45.00;11;13;11;11.67;258.09;255
45;44;46;45.00;11;13;11;11.67;258.09;255
45;44;46;45.00;11;13;11;11.67;258.10;255
45;44;47;45.33;11;13;11;11.67;249.77;249
45;44;47;45.33;11;13;11;11.67;253.05;253
45;44;47;45.33;11;13;11;11.67;256.33;255
45;44;47;45.33;11;13;11;11.67;256.33;255
45;44;47;45.33;11;13;11;11.67;256.33;255
46;44;47;45.67;11;13;11;11.67;248.01;248
46;44;47;45.67;11;13;11;11.67;251.06;251
46;45;47;46.00;11;12;11;11.33;245.79;245
46;45;47;46.00;11;12;11;11.33;248.60;248
46;45;47;46.00;11;12;11;11.33;251.41;251
46;45;47;46.00;11;12;11;11.33;254.22;254
46;45;47;46.00;11;12;11;11.33;257.03;255
46;45;47;46.00;11;12;11;11.33;257.03;255
46;45;47;46.00;11;12;11;11.33;257.03;255
46;45;47;46.00;11;12;11;11.33;257.03;255
46;45;47;46.00;11;12;11;11.33;257.03;255
46;45;47;46.00;11;12;11;11.33;257.03;255
47;45;47;46.33;11;12;11;11.33;248.71;248
47;45;47;46.33;11;12;11;11.33;251.29;251
47;45;47;46.33;11;12;11;11.33;253.87;253
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;12;11;11.33;256.44;255
47;45;47;46.33;11;11;11;11.00;256.44;255
47;45;48;46.67;11;11;10;10.67;248.12;248
47;45;48;46.67;11;11;10;10.67;250.47;250
47;45;48;46.67;11;11;10;10.67;252.81;252
47;45;48;46.67;11;11;10;10.67;255.15;255
47;45;48;46.67;11;11;10;10.67;255.15;255
47;45;48;46.67;11;11;10;10.67;255.15;255
47;45;48;46.67;11;11;9;10.33;255.15;255
47;46;48;47.00;11;11;9;10.33;246.83;246
47;46;48;47.00;11;11;9;10.33;248.94;248
47;46;48;47.00;11;11;9;10.33;251.05;251
47;46;48;47.00;11;11;9;10.33;253.16;253
47;46;48;47.00;11;11;9;10.33;255.27;255
47;46;48;47.00;11;11;9;10.33;255.27;255
47;46;48;47.00;11;11;9;10.33;255.27;255
47;46;48;47.00;11;11;9;10.33;255.27;255
47;46;48;47.00;11;11;9;10.33;255.27;255
47;46;48;47.00;11;11;8;10.00;255.27;255
47;46;48;47.00;11;11;8;10.00;255.27;255
47;46;48;47.00;11;11;8;10.00;255.27;255
47;46;48;47.00;10;11;8;9.67;255.27;255
48;46;48;47.33;9;11;8;9.33;246.95;246
48;46;48;47.33;9;11;8;9.33;248.82;248
48;47;48;47.67;9;11;8;9.33;242.38;242
48;47;48;47.67;8;11;8;9.00;244.02;244
48;47;48;47.67;8;11;8;9.00;245.66;245
48;47;48;47.67;8;11;8;9.00;247.30;247
48;47;48;47.67;8;11;8;9.00;248.94;248
48;47;48;47.67;8;11;8;9.00;250.58;250
48;47;48;47.67;8;11;8;9.00;252.22;252
48;47;48;47.67;8;11;8;9.00;253.85;253
48;47;48;47.67;8;11;8;9.00;255.49;255
48;47;48;47.67;8;11;8;9.00;255.49;255
48;47;48;47.67;8;11;8;9.00;255.49;255
48;47;48;47.67;8;11;8;9.00;255.49;255
