t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM
23;23;23;23.00;44;44;46;44.67;299.50;255
23;23;23;23.00;44;44;46;44.67;299.51;255
23;23;23;23.00;44;44;46;44.67;299.50;255
23;23;23;23.00;44;44;46;44.67;299.51;255
23;23;23;23.00;44;44;46;44.67;299.51;255
23;23;23;23.00;44;44;46;44.67;299.50;255
23;23;23;23.00;44;44;46;44.67;299.51;255
23;23;23;23.00;44;44;45;44.33;299.50;255
23;24;23;23.33;44;44;45;44.33;291.19;255
23;24;23;23.33;44;44;45;44.33;291.19;255
24;24;24;24.00;44;44;45;44.33;274.55;255
24;24;24;24.00;44;44;45;44.33;274.55;255
24;24;24;24.00;44;44;44;44.00;274.54;255
24;24;24;24.00;44;44;44;44.00;274.55;255
24;24;24;24.00;44;44;44;44.00;274.55;255
24;24;24;24.00;44;44;44;44.00;274.55;255
24;24;24;24.00;44;44;44;44.00;274.55;255
24;24;25;24.33;44;44;44;44.00;266.23;255
24;24;25;24.33;44;44;43;43.67;266.23;255
24;24;25;24.33;44;44;43;43.67;266.23;255
24;24;25;24.33;44;44;43;43.67;266.23;255
25;25;26;25.33;43;44;43;43.33;241.27;241
25;25;26;25.33;43;44;42;43.00;248.06;248
25;25;26;25.33;43;44;42;43.00;254.86;254
25;25;27;25.67;43;43;41;42.33;253.33;253
25;25;27;25.67;43;43;41;42.33;259.89;255
26;26;27;26.33;43;43;41;42.33;243.25;243
26;26;27;26.33;43;43;40;42.00;249.34;249
26;26;28;26.67;42;43;39;41.33;247.12;247
26;26;28;26.67;42;43;38;41.00;252.97;252
27;26;28;27.00;42;43;38;41.00;250.51;250
27;27;28;27.33;42;42;38;40.67;247.81;247
27;27;28;27.33;42;42;38;40.67;253.20;253
27;27;29;27.67;41;42;38;40.33;250.27;250
27;27;29;27.67;41;42;37;40.00;255.42;255
28;27;29;28.00;40;42;37;39.67;247.10;247
28;28;29;28.33;40;41;37;39.33;243.70;243
28;28;30;28.67;39;40;35;38.00;240.07;240
28;28;30;28.67;39;40;35;38.00;244.52;244
28;28;30;28.67;39;40;35;38.00;248.97;248
28;28;30;28.67;38;40;34;37.33;253.42;253
29;28;31;29.33;38;39;34;37.00;241.23;241
29;29;31;29.67;38;39;34;37.00;236.90;236
29;29;31;29.67;38;39;33;36.67;240.65;240
29;29;31;29.67;38;38;33;36.33;244.39;244
30;29;32;30.33;37;38;33;36.00;231.50;231
30;29;32;30.33;36;38;32;35.33;234.78;234
30;30;32;30.67;36;37;32;35.00;229.74;229
30;30;32;30.67;36;37;32;35.00;232.79;232
30;30;33;31.00;36;37;31;34.67;227.51;227
31;30;33;31.33;35;37;31;34.33;222.01;222
31;30;33;31.33;35;36;30;33.67;224.58;224
31;31;33;31.67;35;36;30;33.67;218.84;218
31;31;33;31.67;35;36;30;33.67;221.18;221
31;31;34;32.00;34;36;30;33.33;215.21;215
32;31;34;32.33;34;36;29;33.00;209.00;208
32;31;34;32.33;34;35;29;32.67;210.87;210
32;32;34;32.67;34;35;29;32.67;204.42;204
32;32;34;32.67;33;35;29;32.33;206.06;206
32;32;35;33.00;33;35;27;31.67;199.38;199
33;32;35;33.33;32;34;27;31.00;192.47;192
33;32;35;33.33;31;34;27;30.67;193.64;193
33;32;35;33.33;31;34;26;30.33;194.81;194
33;33;35;33.67;31;33;26;30.00;187.66;187
33;33;35;33.67;31;32;26;29.67;188.60;188
34;33;35;34.00;31;32;26;29.67;181.22;181
34;33;36;34.33;30;32;25;29.00;173.60;173
34;33;36;34.33;30;32;25;29.00;174.07;174
34;33;36;34.33;30;31;25;28.67;174.54;174
34;34;36;34.67;30;31;25;28.67;166.69;166
34;34;36;34.67;30;31;25;28.67;166.92;166
35;34;36;35.00;28;31;25;28.00;158.84;158
35;34;36;35.00;28;31;24;27.67;158.84;158
35;34;36;35.00;28;31;24;27.67;158.84;158
35;34;37;35.33;28;31;24;27.67;150.52;150
35;34;37;35.33;28;30;24;27.33;150.28;150
35;34;37;35.33;27;30;23;26.67;150.05;150
35;35;37;35.67;27;29;23;26.33;141.49;141
35;35;37;35.67;27;29;23;26.33;141.03;141
36;35;37;36.00;27;29;23;26.33;132.24;132
36;35;38;36.33;26;29;22;25.67;123.22;123
36;35;38;36.33;26;29;22;25.67;122.28;122
36;35;38;36.33;26;28;21;25.00;121.34;121
36;35;38;36.33;26;28;21;25.00;120.40;120
36;35;38;36.33;25;28;21;24.67;119.47;119
36;35;38;36.33;25;28;21;24.67;118.53;118
36;35;38;36.33;25;28;21;24.67;117.59;117
