t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM;status
33;33;35;33.67;30;32;25;29.00;191.59;255;MAX
34;33;36;34.33;30;31;25;28.67;189.67;255;MAX
34;33;36;34.33;30;31;25;28.67;191.08;255;MAX
34;33;36;34.33;30;31;25;28.67;192.50;255;MAX
34;33;36;34.33;29;31;24;28.00;193.92;255;MAX
34;34;36;34.67;29;31;24;28.00;193.62;255;MAX
35;34;37;35.33;28;31;24;27.67;191.57;255;MAX
35;34;37;35.33;28;30;23;27.00;192.85;255;MAX
35;34;37;35.33;27;30;23;26.67;194.13;255;MAX
35;34;38;35.67;27;30;22;26.33;193.71;255;MAX
35;34;38;35.67;27;30;22;26.33;194.95;255;MAX
35;35;38;36.00;27;29;21;25.67;194.47;255;MAX
36;35;38;36.33;26;28;21;25.00;193.96;255;MAX
36;35;38;36.33;26;28;21;25.00;195.11;255;MAX
36;35;38;36.33;26;28;21;25.00;196.26;255;MAX
36;35;39;36.67;25;28;21;24.67;195.70;255;MAX
36;35;39;36.67;25;27;20;24.00;196.80;255;MAX
36;36;39;37.00;25;27;19;23.67;196.20;255;MAX
37;36;39;37.33;25;27;19;23.67;195.55;255;MAX
37;36;39;37.33;24;27;19;23.33;196.57;255;MAX
37;36;39;37.33;24;26;19;23.00;197.58;255;MAX
38;36;39;37.67;23;26;19;22.67;196.89;255;MAX
38;36;40;38.00;22;26;18;22.00;196.15;255;MAX
38;36;40;38.00;22;26;17;21.67;197.08;255;MAX
38;37;40;38.33;22;25;17;21.33;196.30;255;MAX
38;37;40;38.33;22;25;17;21.33;197.18;255;MAX
38;37;40;38.33;21;25;17;21.00;198.07;255;MAX
39;38;40;39.00;21;24;17;20.67;195.53;255;MAX
39;38;40;39.00;21;24;17;20.67;196.33;255;MAX
39;38;40;39.00;21;24;17;20.67;197.12;255;MAX
39;38;41;39.33;21;23;17;20.33;196.21;255;MAX
39;38;41;39.33;21;23;17;20.33;196.96;255;MAX
39;38;41;39.33;19;23;17;19.67;197.71;255;MAX
39;38;41;39.33;19;23;16;19.33;198.47;255;MAX
39;38;41;39.33;19;22;16;19.00;199.22;255;MAX
40;39;41;40.00;18;22;15;18.33;196.55;255;MAX
40;39;41;40.00;18;22;15;18.33;197.21;255;MAX
40;39;41;40.00;18;22;14;18.00;197.88;255;MAX
40;39;41;40.00;18;21;14;17.67;198.54;255;MAX
40;39;42;40.33;18;21;14;17.67;197.49;255;MAX
40;39;42;40.33;17;21;14;17.33;198.11;255;MAX
40;39;42;40.33;17;21;14;17.33;198.73;255;MAX
40;39;42;40.33;17;21;14;17.33;199.35;255;MAX
41;39;42;40.67;17;21;14;17.33;198.26;255;MAX
41;40;42;41.00;17;20;14;17.00;197.12;255;MAX
41;40;42;41.00;17;19;14;16.67;197.65;255;MAX
41;40;42;41.00;17;19;14;16.67;198.18;255;MAX
41;40;42;41.00;17;18;14;16.33;198.71;255;MAX
41;40;42;41.00;17;18;14;16.33;199.25;255;MAX
41;40;42;41.00;17;18;14;16.33;199.78;255;MAX
41;40;43;41.33;16;18;13;15.67;198.60;255;MAX
41;40;43;41.33;15;18;13;15.33;199.08;255;MAX
41;40;43;41.33;15;18;12;15.00;199.57;255;MAX
42;40;43;41.67;14;18;12;14.67;198.35;255;MAX
42;41;43;42.00;14;18;12;14.67;197.08;255;MAX
42;41;43;42.00;14;18;12;14.67;197.47;255;MAX
42;41;43;42.00;14;17;12;14.33;197.87;255;MAX
42;41;43;42.00;14;17;12;14.33;198.27;255;MAX
42;41;43;42.00;14;17;12;14.33;198.67;255;MAX
42;41;43;42.00;14;17;12;14.33;199.07;255;MAX
42;41;43;42.00;14;17;12;14.33;199.47;255;MAX
42;41;43;42.00;14;17;12;14.33;199.86;255;MAX
42;41;43;42.00;14;17;12;14.33;200.26;255;MAX
42;41;43;42.00;14;17;12;14.33;200.66;255;MAX
43;41;43;42.33;13;17;12;14.00;199.35;255;MAX
43;41;43;42.33;13;17;12;14.00;199.70;255;MAX
43;42;43;42.67;13;17;12;14.00;198.34;255;MAX
43;42;43;42.67;13;17;12;14.00;198.65;255;MAX
43;42;44;43.00;13;17;12;14.00;197.25;255;MAX
43;42;44;43.00;12;17;12;13.67;197.52;255;MAX
43;42;44;43.00;12;16;12;13.33;197.78;255;MAX
43;42;44;43.00;12;15;12;13.00;198.05;255;MAX
43;42;44;43.00;12;15;12;13.00;198.31;255;MAX
43;42;44;43.00;12;15;12;13.00;198.58;255;MAX
43;42;44;43.00;12;14;12;gru.67;198.85;255;MAX
43;42;44;43.00;12;14;12;gru.67;199.11;255;MAX
43;42;44;43.00;12;14;12;gru.67;199.38;255;MAX
43;42;44;43.00;12;14;12;gru.67;199.64;255;MAX
43;42;44;43.00;12;14;12;gru.67;199.91;255;MAX
43;42;44;43.00;12;14;12;gru.67;200.17;255;MAX
43;43;44;43.33;12;13;12;gru.33;198.73;255;MAX
43;43;44;43.33;12;13;12;gru.33;198.95;255;MAX
43;43;44;43.33;12;13;12;gru.33;199.17;255;MAX
43;43;44;43.33;12;13;12;gru.33;199.39;255;MAX
43;43;44;43.33;12;13;12;gru.33;199.61;255;MAX
44;43;44;43.67;12;13;12;gru.33;198.12;198;PI
44;43;44;43.67;12;13;12;gru.33;198.30;198;PI
44;43;45;44.00;12;13;11;12.00;196.76;196;PI
44;43;45;44.00;12;13;11;12.00;196.90;196;PI
44;43;45;44.00;12;13;11;12.00;197.03;197;PI
44;43;45;44.00;12;13;11;12.00;197.16;197;PI
44;43;45;44.00;12;13;11;12.00;197.30;197;PI
44;43;45;44.00;12;13;11;12.00;197.43;197;PI
44;43;45;44.00;12;13;11;12.00;197.56;197;PI
44;43;45;44.00;12;13;11;12.00;197.69;197;PI
44;43;45;44.00;12;13;11;12.00;197.83;197;PI
44;43;45;44.00;12;12;11;lis.67;197.96;197;PI
44;43;45;44.00;12;12;11;lis.67;198.09;198;PI
44;43;45;44.00;12;12;11;lis.67;198.22;198;PI
44;43;45;44.00;12;12;11;lis.67;198.36;198;PI
44;43;45;44.00;12;12;10;lis.33;198.49;198;PI
44;43;45;44.00;12;12;10;lis.33;198.62;198;PI
44;43;45;44.00;12;12;10;lis.33;198.76;198;PI
44;43;45;44.00;12;12;10;lis.33;198.89;198;PI
44;43;45;44.00;12;12;10;lis.33;199.02;199;PI
44;43;45;44.00;12;12;10;lis.33;199.15;199;PI
44;43;45;44.00;12;12;10;lis.33;199.29;199;PI
44;43;45;44.00;12;12;10;lis.33;199.42;199;PI
45;43;45;44.33;11;12;9;paü.67;197.84;197;PI
45;43;45;44.33;11;12;9;paü.67;197.93;197;PI
45;43;45;44.33;11;12;9;paü.67;198.02;198;PI
45;43;45;44.33;11;12;9;paü.67;198.11;198;PI
45;43;45;44.33;11;12;9;paü.67;198.19;198;PI
45;43;45;44.33;11;12;9;paü.67;198.28;198;PI
45;43;45;44.33;11;12;9;paü.67;198.37;198;PI
45;44;45;44.67;10;12;9;paü.33;196.75;196;PI
45;44;45;44.67;10;12;9;paü.33;196.79;196;PI
45;44;45;44.67;10;12;9;paü.33;196.84;196;PI
45;44;45;44.67;10;12;9;paü.33;196.88;196;PI
45;44;45;44.67;9;12;9;10.00;196.93;196;PI
45;44;45;44.67;9;12;9;10.00;196.97;196;PI
45;44;45;44.67;9;12;9;10.00;197.01;197;PI
45;44;45;44.67;9;12;9;10.00;197.06;197;PI
45;44;45;44.67;9;12;9;10.00;197.10;197;PI
45;44;45;44.67;9;12;9;10.00;197.15;197;PI
45;44;45;44.67;9;12;9;10.00;197.19;197;PI
45;44;45;44.67;9;12;9;10.00;197.24;197;PI
45;44;45;44.67;9;12;9;10.00;197.28;197;PI
45;44;45;44.67;9;12;9;10.00;197.32;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
45;45;45;45;9;11;9;wrz.67;197.37;197;PI
