test;Kp;Ki;t1;t2;t3;Tavg;h1;h2;h3;Havg;PID_raw;PWM
-2;25.00;0.12;24;24;24;24.00;45;44;48;45.67;533.99;255
-2;25.00;0.12;24;24;24;24.00;45;44;47;45.33;533.99;255
-2;25.00;0.12;24;24;24;24.00;45;44;47;45.33;533.99;255
-2;25.00;0.12;24;25;24;24.33;45;44;47;45.33;525.52;255
-2;25.00;0.12;24;25;24;24.33;45;44;47;45.33;525.52;255
-2;25.00;0.12;24;25;24;24.33;45;44;47;45.33;525.52;255
-2;25.00;0.12;25;25;25;25.00;45;45;46;45.33;508.56;255
-2;25.00;0.12;25;25;25;25.00;45;45;46;45.33;508.57;255
-2;25.00;0.12;25;25;25;25.00;45;44;46;45.00;508.57;255
-2;25.00;0.12;25;25;25;25.00;45;44;45;44.67;508.56;255
-2;25.00;0.12;25;25;26;25.33;45;44;45;44.67;500.09;255
-2;25.00;0.12;25;25;26;25.33;45;44;45;44.67;500.09;255
-2;25.00;0.12;25;26;26;25.67;44;44;44;44.00;491.61;255
-2;25.00;0.12;26;26;26;26.00;44;44;44;44.00;483.14;255
-2;25.00;0.12;26;26;27;26.33;44;44;44;44.00;474.66;255
-2;25.00;0.12;26;26;27;26.33;44;44;43;43.67;474.66;255
-2;25.00;0.12;26;26;27;26.33;44;44;43;43.67;474.66;255
-2;25.00;0.12;26;26;28;26.67;44;44;42;43.33;466.18;255
-2;25.00;0.12;27;27;28;27.33;44;44;41;43.00;449.23;255
-2;25.00;0.12;27;27;28;27.33;44;44;41;43.00;449.23;255
-2;25.00;0.12;27;27;28;27.33;44;44;41;43.00;449.23;255
-2;25.00;0.12;27;27;28;27.33;43;44;40;42.33;449.23;255
-2;25.00;0.12;27;27;29;27.67;43;43;40;42.00;440.76;255
-2;25.00;0.12;28;28;29;28.33;42;42;39;41.00;423.80;255
-2;25.00;0.12;28;28;29;28.33;42;42;39;41.00;423.80;255
-2;25.00;0.12;28;28;29;28.33;42;42;38;40.67;423.80;255
-2;25.00;0.12;28;28;30;28.67;41;42;37;40.00;415.33;255
-2;25.00;0.12;28;28;30;28.67;41;41;37;39.67;415.33;255
-2;25.00;0.12;28;28;30;28.67;41;41;37;39.67;415.33;255
-2;25.00;0.12;29;29;31;29.67;41;41;36;39.33;389.90;255
-2;25.00;0.12;29;29;31;29.67;40;41;36;39.00;389.90;255
-2;25.00;0.12;29;29;31;29.67;40;41;36;39.00;389.90;255
-2;25.00;0.12;29;29;31;29.67;40;40;35;38.33;389.90;255
-2;25.00;0.12;30;29;32;30.33;38;40;35;37.67;372.95;255
-2;25.00;0.12;30;30;32;30.67;38;39;35;37.33;364.47;255
-2;25.00;0.12;30;30;32;30.67;37;38;34;36.33;364.47;255
-2;25.00;0.12;30;30;32;30.67;37;38;34;36.33;364.47;255
-2;25.00;0.12;30;30;33;31.00;37;38;33;36.00;355.99;255
-2;25.00;0.12;31;30;33;31.33;37;37;32;35.33;347.52;255
-2;25.00;0.12;31;31;33;31.67;37;37;32;35.33;339.04;255
-2;25.00;0.12;31;31;33;31.67;37;37;32;35.33;339.04;255
-2;25.00;0.12;31;31;33;31.67;36;37;31;34.67;339.04;255
-2;25.00;0.12;32;31;34;32.33;36;37;31;34.67;322.09;255
-2;25.00;0.12;32;31;34;32.33;36;37;31;34.67;322.09;255
-2;25.00;0.12;32;32;34;32.67;36;36;31;34.33;313.61;255
-2;25.00;0.12;32;32;34;32.67;35;36;31;34.00;313.61;255
-2;25.00;0.12;32;32;35;33.00;35;36;29;33.33;305.14;255
-2;25.00;0.12;33;32;35;33.33;34;36;29;33.00;296.66;255
-2;25.00;0.12;33;32;35;33.33;33;36;29;32.67;296.66;255
-2;25.00;0.12;33;33;35;33.67;33;35;29;32.33;288.19;255
-2;25.00;0.12;33;33;35;33.67;33;34;28;31.67;288.19;255
-2;25.00;0.12;33;33;36;34.00;33;34;28;31.67;279.71;255
-2;25.00;0.12;34;33;36;34.33;32;34;28;31.33;271.23;255
-2;25.00;0.12;34;33;36;34.33;32;34;28;31.33;271.23;255
-2;25.00;0.12;34;34;36;34.67;32;33;27;30.67;262.76;255
-2;25.00;0.12;34;34;36;34.67;31;33;27;30.33;262.76;255
-2;25.00;0.12;34;34;36;34.67;31;33;27;30.33;262.76;255
-2;25.00;0.12;35;34;37;35.33;30;33;26;29.67;245.81;245
-2;25.00;0.12;35;34;37;35.33;30;32;26;29.33;249.95;249
-2;25.00;0.12;35;34;37;35.33;30;32;26;29.33;254.09;254
-2;25.00;0.12;35;35;38;36.00;29;31;24;28.00;241.27;241
-2;25.00;0.12;35;35;38;36.00;29;31;24;28.00;245.13;245
-2;25.00;0.12;36;35;38;36.33;29;30;24;27.67;240.51;240
-2;25.00;0.12;36;35;38;36.33;29;30;24;27.67;244.22;244
-2;25.00;0.12;36;35;38;36.33;29;30;24;27.67;247.93;247
-2;25.00;0.12;36;35;38;36.33;28;30;24;27.33;251.64;251
-2;25.00;0.12;36;35;39;36.67;28;30;23;27.00;246.88;246
-2;25.00;0.12;36;36;39;37.00;28;30;23;27.00;241.97;241
-2;25.00;0.12;37;36;39;37.33;28;29;23;26.67;236.92;236
-2;25.00;0.12;37;36;39;37.33;27;29;23;26.33;240.20;240
-2;25.00;0.12;37;36;39;37.33;27;29;22;26.00;243.48;243
-2;25.00;0.12;37;36;39;37.33;27;29;22;26.00;246.77;246
-2;25.00;0.12;38;36;39;37.67;26;29;22;25.67;241.57;241
-2;25.00;0.12;38;36;39;37.67;25;29;22;25.33;244.71;244
-2;25.00;0.12;38;37;40;38.33;25;28;20;24.33;230.90;230
-2;25.00;0.12;38;37;40;38.33;25;28;20;24.33;233.76;233
-2;25.00;0.12;38;37;40;38.33;24;28;20;24.00;236.61;236
-2;25.00;0.12;38;38;40;38.67;24;27;20;23.67;230.99;230
-2;25.00;0.12;38;38;40;38.67;24;27;20;23.67;233.70;233
-2;25.00;0.12;39;38;40;39.00;24;27;20;23.67;227.94;227
-2;25.00;0.12;39;38;40;39.00;24;26;19;23.00;230.51;230
-2;25.00;0.12;39;38;40;39.00;24;26;19;23.00;233.08;233
-2;25.00;0.12;39;38;40;39.00;23;26;18;22.33;235.65;235
-2;25.00;0.12;39;38;41;39.33;23;26;18;22.33;229.74;229
-2;25.00;0.12;39;38;41;39.33;23;25;18;22.00;232.17;232
-2;25.00;0.12;39;39;41;39.67;23;25;18;22.00;226.12;226
-2;25.00;0.12;39;39;41;39.67;22;25;18;21.67;228.40;228
-2;25.00;0.12;40;39;41;40.00;21;25;18;21.33;222.21;222
-2;25.00;0.12;40;39;41;40.00;21;25;18;21.33;224.35;224
-2;25.00;0.12;40;39;41;40.00;21;24;18;21.00;226.49;226
-2;25.00;0.12;40;39;41;40.00;20;24;18;20.67;228.63;228
-2;25.00;0.12;40;39;41;40.00;20;24;18;20.67;230.77;230
-2;25.00;0.12;40;39;41;40.00;20;24;17;20.33;232.91;232
-2;25.00;0.12;40;39;41;40.00;20;24;17;20.33;235.05;235
-2;25.00;0.12;40;39;41;40.00;20;24;17;20.33;237.20;237
-2;25.00;0.12;40;39;42;40.33;20;24;17;20.33;230.86;230
-2;25.00;0.12;40;40;42;40.67;20;23;17;20.00;224.38;224
-2;25.00;0.12;41;40;42;41.00;20;22;17;19.67;217.76;217
-2;25.00;0.12;41;40;42;41.00;18;22;17;19.00;219.48;219
-2;25.00;0.12;41;40;42;41.00;18;22;17;19.00;221.19;221
-2;25.00;0.12;41;40;42;41.00;18;22;17;19.00;222.90;222
-2;25.00;0.12;41;40;42;41.00;18;22;17;19.00;224.61;224
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;226.33;226
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;228.04;228
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;229.75;229
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;231.47;231
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;233.18;233
-2;25.00;0.12;41;40;42;41.00;18;21;17;18.67;234.89;234
-2;25.00;0.12;41;40;42;41.00;18;21;16;18.33;236.60;236
-2;25.00;0.12;41;41;42;41.33;17;20;16;17.67;229.84;229
-2;25.00;0.12;42;41;42;41.67;17;20;15;17.33;222.93;222
-2;25.00;0.12;42;41;43;42.00;17;20;14;17.00;215.89;215
-2;25.00;0.12;42;41;43;42.00;17;20;14;17.00;217.17;217
-2;25.00;0.12;42;41;43;42.00;17;20;14;17.00;218.46;218
-2;25.00;0.12;42;41;43;42.00;17;20;14;17.00;219.74;219
-2;25.00;0.12;42;41;43;42.00;17;20;14;17.00;221.02;221
-2;25.00;0.12;42;41;43;42.00;17;20;13;16.67;222.31;222
-2;25.00;0.12;42;41;43;42.00;17;20;13;16.67;223.59;223
-2;25.00;0.12;42;41;43;42.00;17;20;13;16.67;224.88;224
-2;25.00;0.12;42;41;43;42.00;17;19;13;16.33;226.16;226
-2;25.00;0.12;42;41;43;42.00;17;19;13;16.33;227.45;227
-2;25.00;0.12;42;41;43;42.00;17;18;13;16.00;228.73;228
-2;25.00;0.12;42;41;43;42.00;17;18;13;16.00;230.02;230
-2;25.00;0.12;42;41;43;42.00;17;18;13;16.00;231.30;231
-2;25.00;0.12;42;41;43;42.00;17;18;13;16.00;232.59;232
-2;25.00;0.12;42;41;43;42.00;16;18;13;15.67;233.87;233
-2;25.00;0.12;43;42;43;42.67;14;18;13;15.00;218.20;218
-2;25.00;0.12;43;42;43;42.67;14;18;13;15.00;219.20;219
-2;25.00;0.12;43;42;43;42.67;14;18;13;15.00;220.20;220
-2;25.00;0.12;43;42;43;42.67;14;18;13;15.00;221.20;221
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;222.20;222
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;223.20;223
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;224.20;224
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;225.20;225
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;226.20;226
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;227.20;227
-2;25.00;0.12;43;42;43;42.67;13;18;13;14.67;228.20;228
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;229.19;229
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;230.19;230
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;231.19;231
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;232.19;232
-2;25.00;0.12;43;42;44;43.00;13;17;13;14.33;224.72;224
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;234.05;234
-2;25.00;0.12;43;42;43;42.67;13;17;13;14.33;235.05;235
-2;25.00;0.12;43;42;44;43.00;13;17;13;14.33;227.57;227
-2;25.00;0.12;43;42;43;42.67;13;17;12;14.00;236.90;236
-2;25.00;0.12;43;42;44;43.00;13;17;12;14.00;229.43;229
-2;25.00;0.12;43;42;44;43.00;13;17;12;14.00;230.28;230
-2;25.00;0.12;43;42;44;43.00;13;17;12;14.00;231.14;231
-2;25.00;0.12;43;42;44;43.00;13;17;12;14.00;232.00;231
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;224.38;224
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;225.09;225
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;225.80;225
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;226.52;226
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;227.23;227
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;227.94;227
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;228.66;228
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;229.37;229
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;230.09;230
-2;25.00;0.12;43;43;44;43.33;13;16;12;13.67;230.80;230
-2;25.00;0.12;43;43;44;43.33;12;16;12;13.33;231.51;231
-2;25.00;0.12;43;43;44;43.33;12;16;12;13.33;232.23;232
-2;25.00;0.12;43;43;44;43.33;12;16;12;13.33;232.94;232
-2;25.00;0.12;44;43;44;43.67;12;16;12;13.33;225.18;225
-2;25.00;0.12;44;43;44;43.67;12;16;12;13.33;225.75;225
-2;25.00;0.12;44;43;44;43.67;12;15;12;13.00;226.32;226
-2;25.00;0.12;44;43;44;43.67;12;15;12;13.00;226.89;226
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;227.46;227
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;228.03;228
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;228.60;228
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;229.17;229
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;229.75;229
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;230.32;230
-2;25.00;0.12;44;43;44;43.67;12;13;12;gru.33;230.89;230
-2;25.00;0.12;44;43;44;43.67;12;14;12;gru.67;231.46;231
-2;25.00;0.12;44;43;44;43.67;12;13;12;gru.33;232.03;232
-2;25.00;0.12;44;43;44;43.67;12;13;12;gru.33;232.60;232
-2;25.00;0.12;44;43;44;43.67;12;13;12;gru.33;233.17;233
-2;25.00;0.12;44;43;44;43.67;12;13;12;gru.33;233.74;233
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;225.84;225
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;226.27;226
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;226.69;226
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;227.12;227
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;227.55;227
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;227.98;227
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;228.41;228
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;228.83;228
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;229.26;229
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;229.69;229
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;230.12;230
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;230.55;230
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;230.98;230
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;231.40;231
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;231.83;231
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;232.26;232
-2;25.00;0.12;44;43;45;44.00;12;13;11;12.00;232.69;232
-2;25.00;0.12;45;43;45;44.33;11;13;11;lis.67;224.64;224
-2;25.00;0.12;45;43;45;44.33;11;13;11;lis.67;224.93;224
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;216.74;216
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;216.88;216
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.02;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.16;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.31;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.45;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.59;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.74;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;217.88;217
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.02;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.16;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.31;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.45;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.59;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.73;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;218.88;218
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.02;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.16;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.31;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.45;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.59;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.73;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;219.88;219
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;220.02;220
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;220.16;220
-2;25.00;0.12;45;44;45;44.67;11;13;11;lis.67;220.31;220
-2;25.00;0.12;45;44;45;44.67;11;12;11;lis.33;220.45;220
-2;25.00;0.12;45;44;45;44.67;11;12;11;lis.33;220.59;220
-2;25.00;0.12;45;44;45;44.67;11;12;11;lis.33;220.73;220
-2;25.00;0.12;45;44;45;44.67;11;12;11;lis.33;220.88;220
-2;25.00;0.12;45;44;45;44.67;11;12;11;lis.33;221.02;221
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;44;46;45.00;11;12;11;lis.33;212.69;212
-2;25.00;0.12;45;45;46;45.33;11;11;11;11.00;204.21;204
-2;25.00;0.12;45;45;46;45.33;11;11;11;11.00;204.07;204
-2;25.00;0.12;45;45;46;45.33;11;11;11;11.00;203.92;203
-2;25.00;0.12;45;45;46;45.33;11;11;11;11.00;203.78;203
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;195.16;195
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;194.88;194
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;194.59;194
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;194.31;194
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;194.02;194
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;193.73;193
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;193.45;193
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;193.16;193
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;192.88;192
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;192.59;192
-2;25.00;0.12;46;45;46;45.67;11;11;11;11.00;192.31;192
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;192.02;192
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;191.74;191
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;191.45;191
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;191.17;191
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;190.88;190
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;190.59;190
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;190.31;190
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;190.02;190
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;189.74;189
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;189.45;189
-2;25.00;0.12;46;45;46;45.67;10;11;11;paü.67;189.17;189
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;188.88;188
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;188.60;188
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;188.31;188
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;188.02;188
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;187.74;187
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;187.45;187
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;187.17;187
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;186.88;186
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;186.60;186
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;186.31;186
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;186.03;186
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;185.74;185
-2;25.00;0.12;46;45;46;45.67;9;11;11;paü.33;185.45;185
-2;25.00;0.12;46;45;46;45.67;9;11;10;10.00;185.17;185
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;193.36;193
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;193.22;193
-2;25.00;0.12;45;45;46;45.33;9;11;10;10.00;193.07;193
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.93;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.79;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.65;192
-2;25.00;0.12;45;45;46;45.33;9;11;10;10.00;192.50;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.36;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.22;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;192.08;192
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;191.93;191
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;191.79;191
-2;25.00;0.12;45;45;46;45.33;9;11;11;paü.33;191.65;191
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;10;10.00;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;10;10.00;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;10;10.00;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;10;10.00;199.98;199
-2;25.00;0.12;45;45;45;45.00;9;11;11;paü.33;199.98;199
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;208.46;208
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;208.60;208
-2;25.00;0.12;45;44;45;44.67;9;12;11;paü.67;208.74;208
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;208.88;208
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.03;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.17;209
-2;25.00;0.12;45;44;45;44.67;9;12;11;paü.67;209.31;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.46;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.60;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.74;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;209.88;209
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.03;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.17;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.31;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.45;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.60;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.74;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;210.88;210
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;211.03;211
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;211.17;211
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;211.31;211
-2;25.00;0.12;45;44;45;44.67;9;12;10;paü.33;211.45;211
